linux_git_commit,linux_git_tag,file,function,function_start_line,function_end_line,path_id,error_line,condition,condition_type,error_var,error_source_expr,exit_type,target_label,cleanup_calls,final_return_expr,held_resources,missing_cleanup_candidates,confidence,reason
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/btrfs/backref.c,resolve_indirect_refs,719,835,resolve_indirect_refs#003,775,sc && ref->root_id != sc->root->root_key.objectid,state_or_validation_error,sc,function_parameter,goto,out,"[""free_pref(ref)"", ""free_leaf_list(parents)""]",ret,"[{""var"": ""parents"", ""acquire_func"": ""ulist_alloc"", ""resource_type"": ""ulist"", ""release_functions"": [""ulist_free"", ""free_leaf_list""], ""acquire_line"": 747, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """"}]",[],high,"goto out under state_or_validation_error condition, final return ret; resolved label cleanup until return; resource parents acquired by ulist_alloc before path, released by free_leaf_list(parents) in out label"
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/btrfs/backref.c,resolve_indirect_refs,719,835,resolve_indirect_refs#004,789,err,ret_nonzero,err,"resolve_indirect_ref(ctx, path, preftrees, ref, parents)",goto,out,"[""free_pref(ref)"", ""free_leaf_list(parents)""]",ret,"[{""var"": ""parents"", ""acquire_func"": ""ulist_alloc"", ""resource_type"": ""ulist"", ""release_functions"": [""ulist_free"", ""free_leaf_list""], ""acquire_line"": 747, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """"}]",[],high,"goto out under ret_nonzero condition, final return ret; resolved label cleanup until return; resource parents acquired by ulist_alloc before path, released by free_leaf_list(parents) in out label"
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/btrfs/backref.c,resolve_indirect_refs,719,835,resolve_indirect_refs#005,807,!new_ref,null_check,new_ref,"kmem_cache_alloc(btrfs_prelim_ref_cache,",goto,out,"[""free_pref(ref)"", ""free_leaf_list(parents)""]",ret,"[{""var"": ""parents"", ""acquire_func"": ""ulist_alloc"", ""resource_type"": ""ulist"", ""release_functions"": [""ulist_free"", ""free_leaf_list""], ""acquire_line"": 747, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """"}]",[],high,"goto out under null_check condition, final return ret; resolved label cleanup until return; resource parents acquired by ulist_alloc before path, released by free_leaf_list(parents) in out label"
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/btrfs/backref.c,add_missing_keys,837,885,add_missing_keys#001,862,IS_ERR(eb),err_ptr_check,eb,"read_tree_block(fs_info, ref->wanted_disk_byte, &check)",return,,"[""free_pref(ref)""]",PTR_ERR(eb),[],[],high,PTR_ERR propagation under err_ptr_check condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/btrfs/backref.c,add_missing_keys,837,885,add_missing_keys#002,866,!extent_buffer_uptodate(eb),unknown_error_like,extent_buffer_uptodate,unknown,return,,"[""free_pref(ref)"", ""free_extent_buffer(eb)""]",-EIO,[],[],medium,negative errno return under unknown_error_like condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/btrfs/backref.c,add_inline_refs,1011,1144,add_inline_refs#001,1045,ret,ret_nonzero,ret,"check_extent_item(ctx->bytenr, ei, leaf, ctx->user_ctx)",return,,[],ret,[],[],high,return ret under ret_nonzero condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/btrfs/backref.c,add_inline_refs,1011,1144,add_inline_refs#002,1077,type == BTRFS_REF_TYPE_INVALID,unknown_error_like,type,"btrfs_get_extent_inline_ref_type(leaf, iref,",return,,[],-EUCLEAN,[],[],medium,negative errno return under unknown_error_like condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/btrfs/backref.c,add_inline_refs,1011,1144,add_inline_refs#003,1138,ret,ret_nonzero,ret,"add_indirect_ref(ctx->fs_info, preftrees,",return,,[],ret,[],[],high,return ret under ret_nonzero condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/btrfs/backref.c,add_keyed_refs,1146,1248,add_keyed_refs#001,1242,ret,ret_nonzero,ret,"add_indirect_ref(fs_info, preftrees, root,",return,,[],ret,[],[],high,return ret under ret_nonzero condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/btrfs/backref.c,lookup_backref_shared_cache,1250,1318,lookup_backref_shared_cache#001,1265,!ctx->use_path_cache,null_check,ctx->use_path_cache,unknown,return,,[],false,[],[],high,return false under null_check condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/btrfs/backref.c,lookup_backref_shared_cache,1250,1318,lookup_backref_shared_cache#003,1282,entry->bytenr != bytenr,state_or_validation_error,entry,&ctx->path_cache_entries[level],return,,[],false,[],[],medium,return false under state_or_validation_error condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/btrfs/backref.c,lookup_backref_shared_cache,1250,1318,lookup_backref_shared_cache#004,1289,!entry->is_shared && entry->gen != btrfs_root_last_snapshot(&root->root_item),state_or_validation_error,entry,&ctx->path_cache_entries[level],return,,[],false,[],[],medium,return false under state_or_validation_error condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/btrfs/backref.c,lookup_backref_shared_cache,1250,1318,lookup_backref_shared_cache#005,1298,entry->is_shared && entry->gen != btrfs_get_last_root_drop_gen(fs_info),state_or_validation_error,entry,&ctx->path_cache_entries[level],return,,[],false,[],[],medium,return false under state_or_validation_error condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/btrfs/backref.c,store_backref_shared_cache,1320,1374,store_backref_shared_cache#001,1336,!ctx->use_path_cache,null_check,ctx->use_path_cache,unknown,return,,[],unknown,[],[],high,return unknown under null_check condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/btrfs/backref.c,find_parent_nodes,1376,1695,find_parent_nodes#001,1421,!path,null_check,path,btrfs_alloc_path(),return,,[],-ENOMEM,[],[],high,negative errno return under null_check condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/btrfs/backref.c,find_parent_nodes,1376,1695,find_parent_nodes#002,1435,ret < 0,negative_error,ret,"btrfs_search_slot(NULL, root, &key, path, 0, 0)",goto,out,"[""btrfs_free_path(path)"", ""prelim_release(&preftrees.direct)"", ""prelim_release(&preftrees.indirect)"", ""prelim_release(&preftrees.indirect_missing_keys)"", ""free_inode_elem_list(eie)""]",ret,"[{""var"": ""path"", ""acquire_func"": ""btrfs_alloc_path"", ""resource_type"": ""btrfs_path"", ""release_functions"": [""btrfs_free_path""], ""acquire_line"": 1420, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """"}]",[],high,"goto out under negative_error condition, final return ret; resolved label cleanup until return; resource path acquired by btrfs_alloc_path before path, released by btrfs_free_path(path) in out label"
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/btrfs/backref.c,find_parent_nodes,1376,1695,find_parent_nodes#003,1437,ret == 0,state_or_validation_error,ret,"btrfs_search_slot(NULL, root, &key, path, 0, 0)",goto,out,"[""ASSERT(ret != 0)"", ""btrfs_free_path(path)"", ""prelim_release(&preftrees.direct)"", ""prelim_release(&preftrees.indirect)"", ""prelim_release(&preftrees.indirect_missing_keys)"", ""free_inode_elem_list(eie)""]",ret,"[{""var"": ""path"", ""acquire_func"": ""btrfs_alloc_path"", ""resource_type"": ""btrfs_path"", ""release_functions"": [""btrfs_free_path""], ""acquire_line"": 1420, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """"}]",[],medium,"goto out under state_or_validation_error condition, final return ret; resolved label cleanup until return; resource path acquired by btrfs_alloc_path before path, released by btrfs_free_path(path) in out label"
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/btrfs/backref.c,find_parent_nodes,1376,1695,find_parent_nodes#004,1456,!mutex_trylock(&head->mutex),unknown_error_like,mutex_trylock,unknown,goto,again,"[""refcount_inc(&head->refs)"", ""spin_unlock(&delayed_refs->lock)"", ""btrfs_release_path(path)"", ""mutex_lock(&head->mutex)"", ""mutex_unlock(&head->mutex)"", ""btrfs_put_delayed_ref_head(head)"", ""btrfs_search_slot(NULL, root, &key, path, 0, 0)"", ""btrfs_free_path(path)"", ""prelim_release(&preftrees.direct)"", ""prelim_release(&preftrees.indirect)"", ""prelim_release(&preftrees.indirect_missing_keys)"", ""free_inode_elem_list(eie)""]",ret,"[{""var"": ""path"", ""acquire_func"": ""btrfs_alloc_path"", ""resource_type"": ""btrfs_path"", ""release_functions"": [""btrfs_free_path""], ""acquire_line"": 1420, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """"}, {""var"": ""&delayed_refs->lock"", ""acquire_func"": ""spin_lock"", ""resource_type"": ""spinlock"", ""release_functions"": [""spin_unlock""], ""acquire_line"": 1453, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """"}]",[],medium,"goto again under unknown_error_like condition, final return ret; resolved label cleanup until return; resource path acquired by btrfs_alloc_path before path, released by btrfs_free_path(path) in again label; resource &delayed_refs->lock acquired by spin_lock before path, released by spin_unlock(&delayed_refs->lock) in again label"
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/btrfs/backref.c,find_parent_nodes,1376,1695,find_parent_nodes#005,1475,ret,ret_nonzero,ret,"add_delayed_refs(ctx->fs_info, head, ctx->time_seq,",goto,out,"[""btrfs_free_path(path)"", ""prelim_release(&preftrees.direct)"", ""prelim_release(&preftrees.indirect)"", ""prelim_release(&preftrees.indirect_missing_keys)"", ""free_inode_elem_list(eie)""]",ret,"[{""var"": ""path"", ""acquire_func"": ""btrfs_alloc_path"", ""resource_type"": ""btrfs_path"", ""release_functions"": [""btrfs_free_path""], ""acquire_line"": 1420, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """"}]",[],high,"goto out under ret_nonzero condition, final return ret; resolved label cleanup until return; resource path acquired by btrfs_alloc_path before path, released by btrfs_free_path(path) in out label"
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/btrfs/backref.c,find_parent_nodes,1376,1695,find_parent_nodes#006,1495,ret,ret_nonzero,ret,"add_inline_refs(ctx, path, &info_level,",goto,out,"[""btrfs_free_path(path)"", ""prelim_release(&preftrees.direct)"", ""prelim_release(&preftrees.indirect)"", ""prelim_release(&preftrees.indirect_missing_keys)"", ""free_inode_elem_list(eie)""]",ret,"[{""var"": ""path"", ""acquire_func"": ""btrfs_alloc_path"", ""resource_type"": ""btrfs_path"", ""release_functions"": [""btrfs_free_path""], ""acquire_line"": 1420, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """"}]",[],high,"goto out under ret_nonzero condition, final return ret; resolved label cleanup until return; resource path acquired by btrfs_alloc_path before path, released by btrfs_free_path(path) in out label"
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/btrfs/backref.c,find_parent_nodes,1376,1695,find_parent_nodes#007,1499,ret,ret_nonzero,ret,"add_keyed_refs(ctx, root, path, info_level,",goto,out,"[""btrfs_free_path(path)"", ""prelim_release(&preftrees.direct)"", ""prelim_release(&preftrees.indirect)"", ""prelim_release(&preftrees.indirect_missing_keys)"", ""free_inode_elem_list(eie)""]",ret,"[{""var"": ""path"", ""acquire_func"": ""btrfs_alloc_path"", ""resource_type"": ""btrfs_path"", ""release_functions"": [""btrfs_free_path""], ""acquire_line"": 1420, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """"}]",[],high,"goto out under ret_nonzero condition, final return ret; resolved label cleanup until return; resource path acquired by btrfs_alloc_path before path, released by btrfs_free_path(path) in out label"
