linux_git_commit,linux_git_tag,file,function,function_start_line,function_end_line,path_id,error_line,condition,condition_type,error_var,error_source_expr,exit_type,target_label,cleanup_calls,final_return_expr,held_resources,missing_cleanup_candidates,confidence,reason
38fec10eb60d687e30c8c6b5420d86e8149f7557,v6.14,fs/f2fs/acl.c,f2fs_acl_create_masq,307,359,f2fs_acl_create_masq#001,343,,negative_errno_return,unknown,unknown,return,,[],-EIO,[],[],high,direct negative_errno_return
38fec10eb60d687e30c8c6b5420d86e8149f7557,v6.14,fs/f2fs/acl.c,f2fs_acl_create_masq,307,359,f2fs_acl_create_masq#002,351,!group_obj,null_check,group_obj,pa,return,,[],-EIO,[],[],high,negative errno return under null_check condition
38fec10eb60d687e30c8c6b5420d86e8149f7557,v6.14,fs/f2fs/acl.c,f2fs_acl_create,361,410,f2fs_acl_create#003,380,IS_ERR(p),err_ptr_check,p,"__f2fs_get_acl(dir, ACL_TYPE_DEFAULT, dpage)",return,,[],PTR_ERR(p),[],[],high,PTR_ERR propagation under err_ptr_check condition
38fec10eb60d687e30c8c6b5420d86e8149f7557,v6.14,fs/f2fs/acl.c,f2fs_acl_create,361,410,f2fs_acl_create#004,384,!clone,null_check,clone,"f2fs_acl_clone(p, GFP_NOFS)",goto,release_acl,"[""posix_acl_release(p)""]",ret,[],[],high,"goto release_acl under null_check condition, final return ret; resolved label cleanup until return"
38fec10eb60d687e30c8c6b5420d86e8149f7557,v6.14,fs/f2fs/acl.c,f2fs_acl_create,361,410,f2fs_acl_create#005,390,ret < 0,negative_error,ret,"f2fs_acl_create_masq(clone, mode)",goto,release_clone,"[""posix_acl_release(clone)"", ""posix_acl_release(p)""]",ret,[],[],high,"goto release_clone under negative_error condition, final return ret; resolved label cleanup until return"
38fec10eb60d687e30c8c6b5420d86e8149f7557,v6.14,fs/f2fs/acl.c,f2fs_init_acl,412,441,f2fs_init_acl#001,419,error,ret_nonzero,error,"f2fs_acl_create(dir, &inode->i_mode, &default_acl, &acl, dpage)",return,,[],error,[],[],high,return error under ret_nonzero condition
38fec10eb60d687e30c8c6b5420d86e8149f7557,v6.14,fs/f2fs/checkpoint.c,__get_meta_page,57,108,__get_meta_page#001,82,PageUptodate(page),unknown_error_like,PageUptodate,unknown,goto,out,[],page,"[{""var"": ""page"", ""acquire_func"": ""f2fs_grab_cache_page"", ""resource_type"": ""f2fs_page"", ""release_functions"": [""f2fs_put_page"", ""put_page""], ""acquire_line"": 77, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """", ""scope_cleanup_function"": """", ""scope_cleanup_decl_line"": null}]","[""f2fs_put_page(page)""]",medium,"goto out under unknown_error_like condition, final return page; resolved label cleanup until return; suspicious missing cleanup candidates"
38fec10eb60d687e30c8c6b5420d86e8149f7557,v6.14,fs/f2fs/checkpoint.c,__get_meta_page,57,108,__get_meta_page#002,88,err,ret_nonzero,err,f2fs_submit_page_bio(&fio),return,,"[""f2fs_put_page(page, 1)""]",ERR_PTR(err),[],[],high,ERR_PTR return under ret_nonzero condition
38fec10eb60d687e30c8c6b5420d86e8149f7557,v6.14,fs/f2fs/checkpoint.c,__get_meta_page,57,108,__get_meta_page#003,101,!PageUptodate(page),unknown_error_like,PageUptodate,unknown,return,,"[""f2fs_handle_page_eio(sbi, page_folio(page), META)"", ""f2fs_put_page(page, 1)""]",ERR_PTR(-EIO),[],[],medium,ERR_PTR return under unknown_error_like condition
38fec10eb60d687e30c8c6b5420d86e8149f7557,v6.14,fs/f2fs/checkpoint.c,__is_bitmap_valid,137,172,__is_bitmap_valid#003,157,(exist && type == DATA_GENERIC_ENHANCE_UPDATE) || (!exist && type == DATA_GENERIC_ENHANCE),unknown_error_like,exist,"f2fs_test_bit(offset, se->cur_valid_map)",goto,out_err,"[""set_sbi_flag(sbi, SBI_NEED_FSCK)"", ""dump_stack()"", ""f2fs_handle_error(sbi, ERROR_INVALID_BLKADDR)""]",exist,[],[],medium,"goto out_err under unknown_error_like condition, final return exist; resolved label cleanup until return"
38fec10eb60d687e30c8c6b5420d86e8149f7557,v6.14,fs/f2fs/checkpoint.c,__is_bitmap_valid,137,172,__is_bitmap_valid#004,160,!exist && type != DATA_GENERIC_ENHANCE_UPDATE,state_or_validation_error,exist,"f2fs_test_bit(offset, se->cur_valid_map)",goto,out_handle,"[""f2fs_handle_error(sbi, ERROR_INVALID_BLKADDR)""]",exist,[],[],high,"goto out_handle under state_or_validation_error condition, final return exist; resolved label cleanup until return"
38fec10eb60d687e30c8c6b5420d86e8149f7557,v6.14,fs/f2fs/checkpoint.c,__f2fs_is_valid_blkaddr,174,233,__f2fs_is_valid_blkaddr#005,203,blkaddr >= MAX_BLKADDR(sbi) || blkaddr < MAIN_BLKADDR(sbi),unknown_error_like,blkaddr,function_parameter,goto,err,"[""unlikely(f2fs_cp_error(sbi))"", ""f2fs_warn(sbi, \""access invalid blkaddr:%u\"", blkaddr)"", ""set_sbi_flag(sbi, SBI_NEED_FSCK)"", ""dump_stack()"", ""f2fs_handle_error(sbi, ERROR_INVALID_BLKADDR)""]",false,[],[],medium,"goto err under unknown_error_like condition, final return false; resolved label cleanup until return"
38fec10eb60d687e30c8c6b5420d86e8149f7557,v6.14,fs/f2fs/checkpoint.c,__f2fs_is_valid_blkaddr,174,233,__f2fs_is_valid_blkaddr#008,220,blkaddr < SEG0_BLKADDR(sbi) || blkaddr >= MAIN_BLKADDR(sbi),unknown_error_like,blkaddr,function_parameter,goto,err,"[""f2fs_handle_error(sbi, ERROR_INVALID_BLKADDR)""]",false,[],[],medium,"goto err under unknown_error_like condition, final return false; resolved label cleanup until return"
38fec10eb60d687e30c8c6b5420d86e8149f7557,v6.14,fs/f2fs/checkpoint.c,f2fs_ra_meta_pages,252,323,f2fs_ra_meta_pages#001,275,"!f2fs_is_valid_blkaddr(sbi, blkno, type)",unknown_error_like,f2fs_is_valid_blkaddr,unknown,goto,out,"[""blk_finish_plug(&plug)""]",blkno - start,[],[],medium,"goto out under unknown_error_like condition, final return blkno - start; resolved label cleanup until return"
38fec10eb60d687e30c8c6b5420d86e8149f7557,v6.14,fs/f2fs/checkpoint.c,f2fs_ra_meta_pages,252,323,f2fs_ra_meta_pages#002,288,blkno >= TOTAL_SEGS(sbi),unknown_error_like,blkno,0,goto,out,"[""blk_finish_plug(&plug)""]",blkno - start,[],[],medium,"goto out under unknown_error_like condition, final return blkno - start; resolved label cleanup until return"
38fec10eb60d687e30c8c6b5420d86e8149f7557,v6.14,fs/f2fs/checkpoint.c,f2fs_write_meta_pages,390,420,f2fs_write_meta_pages#002,400,"wbc->sync_mode != WB_SYNC_ALL && get_pages(sbi, F2FS_DIRTY_META) < nr_pages_to_skip(sbi, META)",state_or_validation_error,wbc,function_parameter,goto,skip_write,"[""get_pages(sbi, F2FS_DIRTY_META)"", ""trace_f2fs_writepages(mapping->host, wbc, META)""]",0,[],[],medium,"goto skip_write under state_or_validation_error condition, final return 0; resolved label cleanup until return"
38fec10eb60d687e30c8c6b5420d86e8149f7557,v6.14,fs/f2fs/checkpoint.c,f2fs_sync_meta_pages,422,492,f2fs_sync_meta_pages#001,447,nr_to_write != LONG_MAX && i != 0 && folio->index != prev + folio_nr_pages(fbatch.folios[i-1]),state_or_validation_error,nr_to_write,function_parameter,goto,stop,"[""folio_batch_release(&fbatch)"", ""f2fs_submit_merged_write(sbi, type)"", ""blk_finish_plug(&plug)""]",nwritten,[],[],medium,"goto stop under state_or_validation_error condition, final return nwritten; resolved label cleanup until return"
38fec10eb60d687e30c8c6b5420d86e8149f7557,v6.14,fs/f2fs/checkpoint.c,f2fs_acquire_orphan_inode,649,668,f2fs_acquire_orphan_inode#001,656,"time_to_inject(sbi, FAULT_ORPHAN)",unknown_error_like,time_to_inject,unknown,return,,"[""spin_unlock(&im->ino_lock)""]",-ENOSPC,"[{""var"": ""&im->ino_lock"", ""acquire_func"": ""spin_lock"", ""resource_type"": ""spinlock"", ""release_functions"": [""spin_unlock""], ""acquire_line"": 654, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """", ""scope_cleanup_function"": """", ""scope_cleanup_decl_line"": null}]",[],medium,"negative errno return under unknown_error_like condition; resource &im->ino_lock acquired by spin_lock before path, released by spin_unlock(&im->ino_lock)"
38fec10eb60d687e30c8c6b5420d86e8149f7557,v6.14,fs/f2fs/checkpoint.c,recover_orphan_inode,693,736,recover_orphan_inode#001,700,IS_ERR(inode),err_ptr_check,inode,"f2fs_iget_retry(sbi->sb, ino)",return,,"[""f2fs_bug_on(sbi, PTR_ERR(inode) == -ENOENT)""]",PTR_ERR(inode),[],[],high,PTR_ERR propagation under err_ptr_check condition
38fec10eb60d687e30c8c6b5420d86e8149f7557,v6.14,fs/f2fs/checkpoint.c,recover_orphan_inode,693,736,recover_orphan_inode#002,710,err,ret_nonzero,err,f2fs_dquot_initialize(inode),goto,err_out,"[""iput(inode)"", ""set_sbi_flag(sbi, SBI_NEED_FSCK)"", ""failed (ino=%x)""]",err,"[{""var"": ""inode"", ""acquire_func"": ""f2fs_iget_retry"", ""resource_type"": ""f2fs_inode_ref"", ""release_functions"": [""iput""], ""acquire_line"": 699, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """", ""scope_cleanup_function"": """", ""scope_cleanup_decl_line"": null}]",[],high,"goto err_out under ret_nonzero condition, final return err; resolved label cleanup until return; resource inode acquired by f2fs_iget_retry before path, released by iput(inode) in err_out label"
38fec10eb60d687e30c8c6b5420d86e8149f7557,v6.14,fs/f2fs/checkpoint.c,recover_orphan_inode,693,736,recover_orphan_inode#003,721,err,ret_nonzero,err,"f2fs_get_node_info(sbi, ino, &ni, false)",goto,err_out,"[""set_sbi_flag(sbi, SBI_NEED_FSCK)"", ""failed (ino=%x)""]",err,[],[],high,"goto err_out under ret_nonzero condition, final return err; resolved label cleanup until return"
38fec10eb60d687e30c8c6b5420d86e8149f7557,v6.14,fs/f2fs/checkpoint.c,recover_orphan_inode,693,736,recover_orphan_inode#004,725,ni.blk_addr != NULL_ADDR,state_or_validation_error,ni,unknown,goto,err_out,"[""set_sbi_flag(sbi, SBI_NEED_FSCK)"", ""failed (ino=%x)""]",err,[],[],high,"goto err_out under state_or_validation_error condition, final return err; resolved label cleanup until return"
38fec10eb60d687e30c8c6b5420d86e8149f7557,v6.14,fs/f2fs/checkpoint.c,f2fs_recover_orphan_inodes,738,787,f2fs_recover_orphan_inodes#003,764,IS_ERR(page),err_ptr_check,page,"f2fs_get_meta_page(sbi, start_blk + i)",goto,out,"[""PTR_ERR(page)"", ""set_sbi_flag(sbi, SBI_IS_RECOVERED)""]",err,[],[],high,"goto out under err_ptr_check condition, final return err; resolved label cleanup until return"
38fec10eb60d687e30c8c6b5420d86e8149f7557,v6.14,fs/f2fs/checkpoint.c,f2fs_recover_orphan_inodes,738,787,f2fs_recover_orphan_inodes#004,774,err,ret_nonzero,err,"recover_orphan_inode(sbi, ino)",goto,out,"[""f2fs_put_page(page, 1)"", ""set_sbi_flag(sbi, SBI_IS_RECOVERED)""]",err,"[{""var"": ""page"", ""acquire_func"": ""f2fs_get_meta_page"", ""resource_type"": ""f2fs_page"", ""release_functions"": [""f2fs_put_page"", ""put_page""], ""acquire_line"": 763, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """", ""scope_cleanup_function"": """", ""scope_cleanup_decl_line"": null}]",[],high,"goto out under ret_nonzero condition, final return err; resolved label cleanup until return; resource page acquired by f2fs_get_meta_page before path, released by f2fs_put_page(page, 1) in out label"
38fec10eb60d687e30c8c6b5420d86e8149f7557,v6.14,fs/f2fs/checkpoint.c,get_checkpoint_version,861,891,get_checkpoint_version#001,869,IS_ERR(*cp_page),unknown_error_like,IS_ERR,unknown,return,,[],PTR_ERR(*cp_page),"[{""var"": ""cp_page"", ""acquire_func"": ""f2fs_get_meta_page"", ""resource_type"": ""f2fs_page"", ""release_functions"": [""f2fs_put_page"", ""put_page""], ""acquire_line"": 868, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """", ""scope_cleanup_function"": """", ""scope_cleanup_decl_line"": null}]","[""f2fs_put_page(cp_page)""]",medium,PTR_ERR propagation under unknown_error_like condition; suspicious missing cleanup candidates
38fec10eb60d687e30c8c6b5420d86e8149f7557,v6.14,fs/f2fs/checkpoint.c,get_checkpoint_version,861,891,get_checkpoint_version#002,875,crc_offset < CP_MIN_CHKSUM_OFFSET || crc_offset > CP_CHKSUM_OFFSET,unknown_error_like,crc_offset,le32_to_cpu((*cp_block)->checksum_offset),return,,"[""f2fs_put_page(*cp_page, 1)"", ""f2fs_warn(sbi, \""invalid crc_offset: %zu\"", crc_offset)""]",-EINVAL,"[{""var"": ""cp_page"", ""acquire_func"": ""f2fs_get_meta_page"", ""resource_type"": ""f2fs_page"", ""release_functions"": [""f2fs_put_page"", ""put_page""], ""acquire_line"": 868, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """", ""scope_cleanup_function"": """", ""scope_cleanup_decl_line"": null}]","[""f2fs_put_page(cp_page)""]",medium,negative errno return under unknown_error_like condition; suspicious missing cleanup candidates
38fec10eb60d687e30c8c6b5420d86e8149f7557,v6.14,fs/f2fs/checkpoint.c,get_checkpoint_version,861,891,get_checkpoint_version#003,883,crc != cur_cp_crc(*cp_block),state_or_validation_error,crc,"f2fs_checkpoint_chksum(sbi, *cp_block)",return,,"[""f2fs_put_page(*cp_page, 1)"", ""f2fs_warn(sbi, \""invalid crc value\"")""]",-EINVAL,"[{""var"": ""cp_page"", ""acquire_func"": ""f2fs_get_meta_page"", ""resource_type"": ""f2fs_page"", ""release_functions"": [""f2fs_put_page"", ""put_page""], ""acquire_line"": 868, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """", ""scope_cleanup_function"": """", ""scope_cleanup_decl_line"": null}]","[""f2fs_put_page(cp_page)""]",high,negative errno return under state_or_validation_error condition; suspicious missing cleanup candidates
38fec10eb60d687e30c8c6b5420d86e8149f7557,v6.14,fs/f2fs/checkpoint.c,validate_checkpoint,893,932,validate_checkpoint#001,904,err,ret_nonzero,err,"get_checkpoint_version(sbi, cp_addr, &cp_block,",return,,[],NULL,[],[],high,return NULL under ret_nonzero condition
38fec10eb60d687e30c8c6b5420d86e8149f7557,v6.14,fs/f2fs/checkpoint.c,validate_checkpoint,893,932,validate_checkpoint#002,909,cp_blocks > BLKS_PER_SEG(sbi) || cp_blocks <= F2FS_CP_PACKS,unknown_error_like,cp_blocks,le32_to_cpu(cp_block->cp_pack_total_block_count),goto,invalid_cp,"[""f2fs_warn(sbi, \""invalid cp_pack_total_block_count:%u\"", le32_to_cpu(cp_block->cp_pack_total_block_count))"", ""f2fs_put_page(cp_page_1, 1)""]",NULL,[],[],medium,"goto invalid_cp under unknown_error_like condition, final return NULL; resolved label cleanup until return"
38fec10eb60d687e30c8c6b5420d86e8149f7557,v6.14,fs/f2fs/checkpoint.c,validate_checkpoint,893,932,validate_checkpoint#003,919,err,ret_nonzero,err,"get_checkpoint_version(sbi, cp_addr, &cp_block,",goto,invalid_cp,"[""f2fs_put_page(cp_page_1, 1)""]",NULL,[],[],high,"goto invalid_cp under ret_nonzero condition, final return NULL; resolved label cleanup until return"
38fec10eb60d687e30c8c6b5420d86e8149f7557,v6.14,fs/f2fs/checkpoint.c,f2fs_get_valid_checkpoint,934,1022,f2fs_get_valid_checkpoint#001,949,!sbi->ckpt,null_check,sbi->ckpt,"array_size(blk_size, cp_blks)",return,,[],-ENOMEM,[],[],high,negative errno return under null_check condition
38fec10eb60d687e30c8c6b5420d86e8149f7557,v6.14,fs/f2fs/checkpoint.c,f2fs_get_valid_checkpoint,934,1022,f2fs_get_valid_checkpoint#002,970,cp2,state_or_validation_error,cp2,"validate_checkpoint(sbi, cp_start_blk_no, &cp2_version)",goto,fail_no_cp,"[""kvfree(sbi->ckpt)""]",err,"[{""var"": ""sbi->ckpt"", ""acquire_func"": ""f2fs_kvzalloc"", ""resource_type"": ""memory"", ""release_functions"": [""kvfree"", ""kfree""], ""acquire_line"": 947, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """", ""scope_cleanup_function"": """", ""scope_cleanup_decl_line"": null}]",[],medium,"goto fail_no_cp under state_or_validation_error condition, final return err; resolved label cleanup until return; resource sbi->ckpt acquired by f2fs_kvzalloc before path, released by kvfree(sbi->ckpt) in fail_no_cp label"
38fec10eb60d687e30c8c6b5420d86e8149f7557,v6.14,fs/f2fs/checkpoint.c,f2fs_get_valid_checkpoint,934,1022,f2fs_get_valid_checkpoint#003,986,f2fs_sanity_check_ckpt(sbi),unknown_error_like,f2fs_sanity_check_ckpt,unknown,goto,free_fail_no_cp,"[""f2fs_put_page(cp1, 1)"", ""f2fs_put_page(cp2, 1)"", ""kvfree(sbi->ckpt)""]",err,"[{""var"": ""sbi->ckpt"", ""acquire_func"": ""f2fs_kvzalloc"", ""resource_type"": ""memory"", ""release_functions"": [""kvfree"", ""kfree""], ""acquire_line"": 947, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """", ""scope_cleanup_function"": """", ""scope_cleanup_decl_line"": null}]",[],medium,"goto free_fail_no_cp under unknown_error_like condition, final return err; resolved label cleanup until return; resource sbi->ckpt acquired by f2fs_kvzalloc before path, released by kvfree(sbi->ckpt) in free_fail_no_cp label"
38fec10eb60d687e30c8c6b5420d86e8149f7557,v6.14,fs/f2fs/checkpoint.c,f2fs_get_valid_checkpoint,934,1022,f2fs_get_valid_checkpoint#005,1003,IS_ERR(cur_page),err_ptr_check,cur_page,"f2fs_get_meta_page(sbi, cp_blk_no + i)",goto,free_fail_no_cp,"[""PTR_ERR(cur_page)"", ""f2fs_put_page(cp1, 1)"", ""f2fs_put_page(cp2, 1)"", ""kvfree(sbi->ckpt)""]",err,"[{""var"": ""sbi->ckpt"", ""acquire_func"": ""f2fs_kvzalloc"", ""resource_type"": ""memory"", ""release_functions"": [""kvfree"", ""kfree""], ""acquire_line"": 947, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """", ""scope_cleanup_function"": """", ""scope_cleanup_decl_line"": null}]",[],high,"goto free_fail_no_cp under err_ptr_check condition, final return err; resolved label cleanup until return; resource sbi->ckpt acquired by f2fs_kvzalloc before path, released by kvfree(sbi->ckpt) in free_fail_no_cp label"
38fec10eb60d687e30c8c6b5420d86e8149f7557,v6.14,fs/f2fs/checkpoint.c,f2fs_sync_dirty_inodes,1084,1145,f2fs_sync_dirty_inodes#001,1097,f2fs_cp_error(sbi),unknown_error_like,f2fs_cp_error,unknown,return,,"[""trace_f2fs_sync_dirty_inodes_exit(sbi->sb, is_dir, get_pages(sbi, is_dir ? F2FS_DIRTY_DENTS : F2FS_DIRTY_DATA))""]",-EIO,[],[],medium,negative errno return under unknown_error_like condition
38fec10eb60d687e30c8c6b5420d86e8149f7557,v6.14,fs/f2fs/checkpoint.c,f2fs_sync_inode_meta,1147,1177,f2fs_sync_inode_meta#001,1155,f2fs_cp_error(sbi),unknown_error_like,f2fs_cp_error,unknown,return,,[],-EIO,[],[],medium,negative errno return under unknown_error_like condition
38fec10eb60d687e30c8c6b5420d86e8149f7557,v6.14,fs/f2fs/checkpoint.c,block_operations,1223,1309,block_operations#001,1242,++cnt > DEFAULT_RETRY_QUOTA_FLUSH_COUNT,unknown_error_like,cnt,0,goto,retry_flush_dents,"[""set_sbi_flag(sbi, SBI_QUOTA_SKIP_FLUSH)"", ""set_sbi_flag(sbi, SBI_QUOTA_NEED_FLUSH)"", ""get_pages(sbi, F2FS_DIRTY_DENTS)"", ""f2fs_unlock_all(sbi)"", ""f2fs_sync_dirty_inodes(sbi, DIR_INODE, true)""]",err,"[{""var"": ""sbi"", ""acquire_func"": ""f2fs_lock_all"", ""resource_type"": ""f2fs_op_lock"", ""release_functions"": [""f2fs_unlock_all""], ""acquire_line"": 1238, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """", ""scope_cleanup_function"": """", ""scope_cleanup_decl_line"": null}]",[],medium,"goto retry_flush_dents under unknown_error_like condition, final return err; resolved label cleanup until return; resource sbi acquired by f2fs_lock_all before path, released by f2fs_unlock_all(sbi) in retry_flush_dents label"
38fec10eb60d687e30c8c6b5420d86e8149f7557,v6.14,fs/f2fs/checkpoint.c,block_operations,1223,1309,block_operations#002,1263,err,ret_nonzero,err,"f2fs_sync_dirty_inodes(sbi, DIR_INODE, true)",return,,[],err,[],[],high,return err under ret_nonzero condition
38fec10eb60d687e30c8c6b5420d86e8149f7557,v6.14,fs/f2fs/checkpoint.c,block_operations,1223,1309,block_operations#003,1279,err,ret_nonzero,err,f2fs_sync_inode_meta(sbi),return,,[],err,[],[],high,return err under ret_nonzero condition
