candidate_id,file,function,error_line,candidate_type,severity,evidence_level,evidence_score,matched_protocol_ids,required_actions,has_exception_hints,exception_hints,released_by_wrapper_possible,ownership_transfer_possible,manual_verdict,manual_confidence,manual_confirmed_exception,manual_exception_type,manual_score_adjustment,manual_reason,score_explanation,missing_evidence,final_return_expr
candidate_5d15987a5fa6,fs/ext4/inode.c,ext4_map_blocks,670,missing_cleanup,P1,E2_API_PROTOCOL_SUPPORTED,80,"[""lock.down_write.up_write""]","[""up_write""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P1 severity +20"", ""journal or lock protocol violation without exception hints +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",ret
candidate_32f6f6555363,fs/ext4/inode.c,ext4_map_blocks,672,missing_cleanup,P1,E2_API_PROTOCOL_SUPPORTED,80,"[""lock.down_write.up_write""]","[""up_write""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P1 severity +20"", ""journal or lock protocol violation without exception hints +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",ret
candidate_5350c8c50fa9,fs/ext4/inode.c,ext4_map_blocks,688,missing_cleanup,P1,E2_API_PROTOCOL_SUPPORTED,80,"[""lock.down_write.up_write""]","[""up_write""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P1 severity +20"", ""journal or lock protocol violation without exception hints +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",ret
candidate_822bd5b760e6,fs/ext4/inode.c,ext4_map_blocks,690,missing_cleanup,P1,E2_API_PROTOCOL_SUPPORTED,80,"[""lock.down_write.up_write""]","[""up_write""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P1 severity +20"", ""journal or lock protocol violation without exception hints +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",ret
candidate_02ac0e1f5b82,fs/ext4/inode.c,ext4_map_blocks,698,missing_cleanup,P1,E2_API_PROTOCOL_SUPPORTED,80,"[""lock.down_write.up_write""]","[""up_write""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P1 severity +20"", ""journal or lock protocol violation without exception hints +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",ret
candidate_651dfcbe4a24,fs/ext4/inode.c,ext4_map_blocks,713,missing_cleanup,P1,E2_API_PROTOCOL_SUPPORTED,80,"[""lock.down_write.up_write""]","[""up_write""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P1 severity +20"", ""journal or lock protocol violation without exception hints +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",ret
candidate_98ff161e9dfb,fs/ext4/inode.c,ext4_truncate,4151,missing_cleanup,P1,E2_API_PROTOCOL_SUPPORTED,80,"[""lock.down_write.up_write""]","[""up_write""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P1 severity +20"", ""journal or lock protocol violation without exception hints +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",err
candidate_8fda3d20db20,fs/ext4/mballoc.c,ext4_mb_init,3592,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,80,"[""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree"", ""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""]","[""kfree"", ""kfree""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E1 LLM true_candidate auxiliary signal +20"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""buffer_head or memory protocol violation without exception hints +10""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",ret
candidate_33e61c39a467,fs/ext4/mballoc.c,ext4_mb_init,3628,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,80,"[""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree"", ""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""]","[""kfree"", ""kfree""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E1 LLM true_candidate auxiliary signal +20"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""buffer_head or memory protocol violation without exception hints +10""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",ret
candidate_22a8877e530a,fs/ext4/migrate.c,ext4_ext_migrate,501,missing_cleanup,P1,E2_API_PROTOCOL_SUPPORTED,80,"[""lock.down_read.up_read""]","[""up_read""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P1 severity +20"", ""journal or lock protocol violation without exception hints +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",retval
candidate_956af31f56b6,fs/ext4/migrate.c,ext4_ext_migrate,512,missing_cleanup,P1,E2_API_PROTOCOL_SUPPORTED,80,"[""lock.down_read.up_read""]","[""up_read""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P1 severity +20"", ""journal or lock protocol violation without exception hints +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",retval
candidate_56e5ab4e0805,fs/ext4/migrate.c,ext4_ext_migrate,515,missing_cleanup,P1,E2_API_PROTOCOL_SUPPORTED,80,"[""lock.down_read.up_read""]","[""up_read""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P1 severity +20"", ""journal or lock protocol violation without exception hints +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",retval
candidate_7f4c183749b7,fs/ext4/migrate.c,ext4_ext_migrate,520,missing_cleanup,P1,E2_API_PROTOCOL_SUPPORTED,80,"[""lock.down_read.up_read""]","[""up_read""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P1 severity +20"", ""journal or lock protocol violation without exception hints +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",retval
candidate_cf41ca05b164,fs/ext4/migrate.c,ext4_ext_migrate,523,missing_cleanup,P1,E2_API_PROTOCOL_SUPPORTED,80,"[""lock.down_read.up_read""]","[""up_read""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P1 severity +20"", ""journal or lock protocol violation without exception hints +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",retval
candidate_7373aab27a75,fs/ext4/migrate.c,ext4_ext_migrate,527,missing_cleanup,P1,E2_API_PROTOCOL_SUPPORTED,80,"[""lock.down_read.up_read""]","[""up_read""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P1 severity +20"", ""journal or lock protocol violation without exception hints +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",retval
candidate_bad1a1b03dce,fs/ext4/migrate.c,ext4_ext_migrate,530,missing_cleanup,P1,E2_API_PROTOCOL_SUPPORTED,80,"[""lock.down_read.up_read""]","[""up_read""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P1 severity +20"", ""journal or lock protocol violation without exception hints +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",retval
candidate_3b59c05555a5,fs/ext4/migrate.c,ext4_ext_migrate,534,missing_cleanup,P1,E2_API_PROTOCOL_SUPPORTED,80,"[""lock.down_read.up_read""]","[""up_read""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P1 severity +20"", ""journal or lock protocol violation without exception hints +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",retval
candidate_2e15cdd4617f,fs/ext4/migrate.c,ext4_ext_migrate,537,missing_cleanup,P1,E2_API_PROTOCOL_SUPPORTED,80,"[""lock.down_read.up_read""]","[""up_read""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P1 severity +20"", ""journal or lock protocol violation without exception hints +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",retval
candidate_83e0b4a601b6,fs/ext4/migrate.c,ext4_ext_migrate,563,missing_cleanup,P1,E2_API_PROTOCOL_SUPPORTED,80,"[""lock.down_read.up_read""]","[""up_read""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P1 severity +20"", ""journal or lock protocol violation without exception hints +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",retval
candidate_c5b06a060c5d,fs/ext4/migrate.c,finish_range,38,missing_cleanup,P1,E2_API_PROTOCOL_SUPPORTED,80,"[""lock.down_write.up_write""]","[""up_write""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P1 severity +20"", ""journal or lock protocol violation without exception hints +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",retval
candidate_6d8a7cf2a42e,fs/ext4/migrate.c,finish_range,54,missing_cleanup,P1,E2_API_PROTOCOL_SUPPORTED,80,"[""lock.down_write.up_write""]","[""up_write""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P1 severity +20"", ""journal or lock protocol violation without exception hints +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",retval
candidate_81b21364332d,fs/ext4/orphan.c,ext4_init_orphan_info,605,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,80,"[""buffer_head.sb_bread.bread.ext4_bread.ext4_getblk.brelse""]","[""brelse""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E1 LLM true_candidate auxiliary signal +20"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""buffer_head or memory protocol violation without exception hints +10""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",ret
candidate_dbbcfe37c464,fs/ext4/fast_commit.c,ext4_fc_replay_add_range,1745,error_swallowed,P1,E1_LLM_TRUE_CANDIDATE,70,[],[],false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E1 LLM true_candidate auxiliary signal +20"", ""P1 severity +20"", ""error_swallowed final return 0 +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",0
candidate_0bee7caf6376,fs/ext4/fast_commit.c,ext4_fc_replay_add_range,1764,error_swallowed,P1,E1_LLM_TRUE_CANDIDATE,70,[],[],false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E1 LLM true_candidate auxiliary signal +20"", ""P1 severity +20"", ""error_swallowed final return 0 +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",0
candidate_63c4fa28d90e,fs/ext4/fast_commit.c,ext4_fc_replay_add_range,1767,error_swallowed,P1,E1_LLM_TRUE_CANDIDATE,70,[],[],false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E1 LLM true_candidate auxiliary signal +20"", ""P1 severity +20"", ""error_swallowed final return 0 +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",0
candidate_cc57e01ef056,fs/ext4/fast_commit.c,ext4_fc_replay_add_range,1767,error_swallowed,P1,E1_LLM_TRUE_CANDIDATE,70,[],[],false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E1 LLM true_candidate auxiliary signal +20"", ""P1 severity +20"", ""error_swallowed final return 0 +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",0
candidate_7fb6f5389cec,fs/ext4/fast_commit.c,ext4_fc_replay_del_range,1862,error_swallowed,P1,E1_LLM_TRUE_CANDIDATE,70,[],[],false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E1 LLM true_candidate auxiliary signal +20"", ""P1 severity +20"", ""error_swallowed final return 0 +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",0
candidate_ffec52cad42c,fs/ext4/fast_commit.c,ext4_fc_replay_del_range,1873,error_swallowed,P1,E1_LLM_TRUE_CANDIDATE,70,[],[],false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E1 LLM true_candidate auxiliary signal +20"", ""P1 severity +20"", ""error_swallowed final return 0 +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",0
candidate_9c191269f23a,fs/ext4/fast_commit.c,ext4_fc_replay_del_range,1890,error_swallowed,P1,E1_LLM_TRUE_CANDIDATE,70,[],[],false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E1 LLM true_candidate auxiliary signal +20"", ""P1 severity +20"", ""error_swallowed final return 0 +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",0
candidate_e99672f2009b,fs/ext4/fast_commit.c,ext4_fc_replay_inode,1542,error_swallowed,P1,E1_LLM_TRUE_CANDIDATE,70,[],[],false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E1 LLM true_candidate auxiliary signal +20"", ""P1 severity +20"", ""error_swallowed final return 0 +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",0
candidate_41b034187f74,fs/ext4/fast_commit.c,ext4_fc_replay_inode,1548,error_swallowed,P1,E1_LLM_TRUE_CANDIDATE,70,[],[],false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E1 LLM true_candidate auxiliary signal +20"", ""P1 severity +20"", ""error_swallowed final return 0 +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",0
candidate_265190733128,fs/ext4/fast_commit.c,ext4_fc_replay_inode,1574,error_swallowed,P1,E1_LLM_TRUE_CANDIDATE,70,[],[],false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E1 LLM true_candidate auxiliary signal +20"", ""P1 severity +20"", ""error_swallowed final return 0 +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",0
candidate_d50479b0e5bd,fs/ext4/fast_commit.c,ext4_fc_replay_inode,1577,error_swallowed,P1,E1_LLM_TRUE_CANDIDATE,70,[],[],false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E1 LLM true_candidate auxiliary signal +20"", ""P1 severity +20"", ""error_swallowed final return 0 +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",0
candidate_60ab69805414,fs/ext4/fast_commit.c,ext4_fc_replay_inode,1580,error_swallowed,P1,E1_LLM_TRUE_CANDIDATE,70,[],[],false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E1 LLM true_candidate auxiliary signal +20"", ""P1 severity +20"", ""error_swallowed final return 0 +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",0
candidate_aa5fa198319a,fs/ext4/inode.c,ext4_truncate,4151,partial_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,70,"[""lock.down_write.up_write""]","[""up_write""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""journal or lock protocol violation without exception hints +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",err
candidate_6c464091594e,fs/ext4/migrate.c,ext4_ext_migrate,512,partial_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,70,"[""lock.down_read.up_read""]","[""up_read""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""journal or lock protocol violation without exception hints +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",retval
candidate_39b6d2a9368a,fs/ext4/migrate.c,ext4_ext_migrate,515,partial_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,70,"[""lock.down_read.up_read""]","[""up_read""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""journal or lock protocol violation without exception hints +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",retval
candidate_774f38bfae01,fs/ext4/migrate.c,ext4_ext_migrate,520,partial_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,70,"[""lock.down_read.up_read""]","[""up_read""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""journal or lock protocol violation without exception hints +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",retval
candidate_e889391a03f4,fs/ext4/migrate.c,ext4_ext_migrate,523,partial_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,70,"[""lock.down_read.up_read""]","[""up_read""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""journal or lock protocol violation without exception hints +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",retval
candidate_a83be2024767,fs/ext4/migrate.c,ext4_ext_migrate,527,partial_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,70,"[""lock.down_read.up_read""]","[""up_read""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""journal or lock protocol violation without exception hints +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",retval
